Navajo Sentence,Detected Language,Confidence,Translation to English,Back Translation
"Áádóó éí díí akǫh ałchiniʼ daʼoołtáʼígíí nidaʼgééhgo oodáʼ hołʼááh biniiyéʼ, áádóó tʼáá bílaʼashdlaʼí yiʼneidlįįh shį́į́ʼ ałdóʼ akǫh nidaʼkáígo deinééłʼį́į́h.",is,0.9829457402229309,"Áádóó éí díí akǫh ałchiniʼ daʼoołtáʼígíí nidaʼgééhgo oodáʼ hołʼááh biniiyéʼ, áádóó tʼáá bivíoʼashdlaʼí yiʼneidlįįh shį́į́ʼ ałdóʼ akǫh nidaʼkáígo deinééłʼį́į́h.","Áádóó éí díí akǫh ałchiniʼ daʼoołtáʼígíí nidaʼgééhgo oodáʼ hołʼááh biniiyéʼ, áádóó tʼáá bivíoʼashdlaʼí yiʼneidlįįh shīáíįįʼ ákıdanigoʼ áīáíįʼkıda į́h."
Áádóó éí díí akwii tʼéigo Naakáí bizaadjí naaltsoos beeʼnidaʼnidéí.,is,1,Áádóó éí díí akwii tʼéigo Naakáí bizaadjí naaltsoos beeʼnidaʼnidéí.,Áádóó éí díí akwii tʼéigo Naakáí bizaadjí naaltsoos beeʼnidaʼnidéí.
"Áádóó éí díí ""Compsognathus"" wolyéego beeʼwoojiʼ.",is,0.981757640838623,Áádóó éí díí &quot;Compsognathus&quot; wólyéego beeʼwoojiʼ.,Áádóó éí díí &quot;Compsognathus&quot; wólyéego beeʼwoojiʼ.
Áádóó éí dishjį́di tʼáádi daʼoltá.,is,1,Áádóó éí dishjď́di tʼáádi daʼoltá.,Áádóó éí dishjď́di tʼáádi daʼoltá.
Áádóó éí Fort Whipple wolyéego ałdóʼ aalyá.,is,0.3129781186580658,Áádóó éí Fort Whipple wólyéego ałdóʼ aalyá.,Áádóó éí Fort Whipple wólyéego ałdóʼ alyá.
"Áádóó éí hastiin James Mooney wolyéígíí, hastiin atiidzáígíí bigáádę́ę́ yiʼyiistʼóʼ áádóó déídiiłjiidi tsé bąąhgodéʼ, nitʼééh tsé yąądę́ę́ yiił adahchʼéé tłiizh.",ln,0.4108307957649231,"Today James Mooney wolyéígíí, hastin atiidzáígí bigádę́ę́ yi&#39;yiist&#39;ó&#39; today déídiiłjiidi tsé bąąhgodé, nit&#39;ééh tsé yąądę́ę́ yiił adahchʼéé tłiizh.","Lelo James Mooney wolyéígíí, hastin atiidzáígí bigádę́ę́ yi&#39;yiist&#39;ó&#39; lelo déídiiłjiidi tsé bąąhgodé, nit&#39;ééh tsé yąąądę́ę́ yiił adahchʼéé tłiizh."
"Áádóó éí Hastiin Pedro de Tovar wolyéego Oozéí bikéyahgo abidooláʼ, áádóó éí aadi óolá háínééztąąʼgo naayáʼ.",ln,0.42089372873306274,"Today, Hastiin Pedro de Tovar, the son of Oozeí, was abidoolá, and he was aadi óolá háínééztąą&#39;go naayá.","Lelo, Hastiin Pedro de Tovar, mwana ya Oozeí, azalaki abidoolá, mpe azalaki aadi óolá háínééztąą&#39;go naayá."
"Áádóó éí Naakáí Łibáʼí biʼooʼdláʼ bikʼéhgo oodaałgo tʼéiyá nidéízlá, áádóó Wááshindoon yiilwoołígíí ałdóʼ dictatorship nilį́į́hgo adaʼyiilá.",ln,0.7042322754859924,"Sometimes Naakáí Łibá&#39;í bi&#39;oo&#39;dlá&#39; bik&#39;éhgo oodaałgo t&#39;éiyá nidéízlá, sometimes Wááshindoon yiilwoołígíí and dictatorship nilį́į́hgo ada&#39;yiilá.","Tango mosusu Naakáí Łibá&#39;í bi&#39;oo&#39;dlá&#39; bik&#39;éhgo oodaałgo t&#39;éiyá nidéízlá, tango mosusu Wááshindoon yiilwoołígíí mpe dictature nilį́į́hgo ada&#39;yiilá."
Áádóó éí Niłchʼiʼtsoh biyii yiiziłgo Hastiin Gen.,fon,0.5444080233573914,Áádóó éí Niłchʼiʼtsoh biyii yiiziłgo Hastiin Gen.,Áádóó éí Nilchʼiʼtsoh é nyí nǔ e è nɔ ylɔ́ ɖɔ Hastiin Gen.
"Áádóó éí ooljééʼ dah yiitʼą́ yiilééhgoʼ éí ooljééʼígíí bicháʼahaʼohígíí nishnáájigoʼ yiilééh, 1–49% ooljééʼ yiitʼį́ʼ łeeh.",is,0.9179397225379944,"Áádóó éí ooljééʼ dah yiitʼą́ yiilééhgoʼ éí ooljééʼígíí bicháʼahaʼohígíí nishnáájigoʼ yiilééh, 1–49% ooljééʼ yiitʼį́ʼ łeeh.","Áádóó éí ooljééʼ dah yiitʼą́ yiilééhgoʼ éí ooljééʼígíí bicháʼahaʼohígíí nishnáájigoʼ yiilééh, 1–49% ooljééʼ yiitʼeįhʼ ."
Áádóó éí tʼáá Mąʼii Deeshgiizhnii kʼéhjiʼ adooléʼeʼ bahwįįntʼį́ʼgoʼ éí tʼáá ałkʼiʼdą́ą́ Mąʼii Deeshgiizhnii kʼéhgo biNaatʼáanii daʼnidiin bį́į́hígíí kʼéhgoʼ adaʼałį́.,wo,0.291812926530838,Áádóó éí táá Mąʼii Deeshgiizhnii kʼéhjiʼ adooléʼ bahwįįntʼį́goʼ ʼałį́.,Áádóó éí táá Mąʼii Deeshgiizhnii kʼéhjiʼ adooléʼ bahwįįntʼį́goʼ ʼałį́.
Áádóó Góóhníinii bizaad éí naaltsoos bikáaʼgi naʼhashjáá áádóó naaltsoos bikáá adaalyáʼgo beenidaʼniidéí.,is,1,Áádóó Góóhníinii bizaad éí naaltsoos bikáaʼgi naʼhashjáá áádóó naaltsoos bikáá adaalyáʼgo beenidaʼniidéí.,Áádóó Góóhníinii bizaad éí naaltsoos bikáaʼgi naʼhashjáá áádóó naaltsoos bikáá adalyáʼgo beenidaʼniidéí.
Áádóó hanibaasgo éí Nahasdzáánígíí Jóhanaaʼéí dóó ooljééʼ bitáʼgiʼ anádahgo biniiná ooljééʼígíí naʼnííbaas nilį́į́h łeeh.,is,0.4669184684753418,Áádóó hanibaasgo éí Nahasdzáánígíí Jóhanaaʼéí dóó ooljééʼ bitáʼgiʼ anádahgo biniiná ooljééʼígíí naʼnííbaas nilį́į́h łeeh.,Áádóó hanibaasgo éí Nahasdzáánígíí Jóhanaaʼéí dóó ooljééʼ bitáʼgiʼ anádahgo biniiná ooljééʼígíí naʼnííbaas nilį́į́h łeeh.
"Áádóó hasłą́ą́góó da njighą́ǫ jó áhótʼáo… áhótʼáo da… háída bichʼįʼ anáhóótʼįʼgo da áadi áhótʼáo yił naagháo… jó tʼáá áhótʼáo ahizhdadilnaʼ shį́į́ biniinaa danihiłní, jó áhótʼé.",hu,0.7729813456535339,"Áádóó hasłą́ą́góó da njighą́ǫ good áhotʼáo… áhotʼáo da… háída bichʼįʼ anáhóótʼįʼgo da áadi áhotʼáo yił naagháo… good tʼáá áhotʼáo ahizhdadilnaʼ shį́į́ biniinaa danihiłní, good áhotʼé.","Áádóó hasłą́ą́góó da njighą́ǫ jó áhotʼáo… áhotʼáo da… háída bichʼįʼ anáhóótʼįʼgo da áadi áhotʼáo yił naaghááįáiloʼa biniinaa danihiłní, jó áhotʼé."
"Áádóó Hastiin Marcus Terentius ałdóʼ ínsadoobíídiiyałá ayiilá, díí hastiin biʼínsadoobíídiiya diishjíʼ tʼáádiʼ naaltsoos bee nidaʼniidéí.",yua,0.4945840537548065,"When Hastiin Marcus Terentius was baptized, he was baptized in the name of Jesus.","Le ka okja&#39;anaj Hastiin Marcus Terentius, okja&#39;anaj tu k&#39;aaba&#39; Jesús."
Áádóó Hazdistazí éí Lower Antelope Canyon oolyé.,ln,0.8035576343536377,Today is Lower Antelope Canyon oolyé.,Lelo eza Canyon Bas-Antilope oolyé.
"Áádóó hodahgo oltáígíí ałdóʼłá aalyá; Shonto Preparatory Technology High School wolyéego aalyá, éí oltáʼígíí ""charter"" nilį́į́hgo aalyá ałdóʼ.",ln,0.26285266876220703,Aádó hodahgo oltáígíí ałdóʼłá aalyá; Shonto Preparatory Technology High School is a high school &quot;charter&quot; school.,"Aádó hodahgo oltáígíí ałdóʼłá aalyá, oyo azali na bomoi ya malamu. Shonto Preparatory Technology High School ezali eteyelo ya likolo ya &quot;charter&quot;."
Áádóó iidą́ą́ naadiin tséébii naaztséédi áádóó Dilzhíʼí Dineʼé binaatʼaanii Hoseckrua dóó Hastiin John Dunn séésgį́į́h (Hastiin John Dunn éí Wááshindoondę́ę́ʼ Bitsį́ʼ yishtłizhii yiiłnaalnishí nilį́į́hgo yiniiyé naagáá nitʼééh).,wo,0.5345062613487244,View more of John Dunn&#39;s Hoseckrua website ́į́hgo I said quickly).,See sitwebu Hoseckrua bu John Dunn ́į́hgo ma wax ci saasi).
Áádóó índa ałdóʼ hazhóʼó yéego ałhosh nihiłní.,gl,0.9746959209442139,Áádóó índa ałdóʼ hazhóʼó yéego ałhosh nihiłní.,Áádóó índa ałdóʼ hazhóʼó yéego ałhosh nihiłní.
Áádóó índa éí nighéí nihinéʼéshtǫʼ dahólǫ́ǫ éiyá akǫ́ǫ́ naaltsoos ádaałtʼą́ą́ʼígíí chódeinołʼį́ danihidiiʼní áádóó tsʼiilzéí bá naaznilígíí kóneʼé biih dahohnííł ííshją́ą́ tʼááshoodį́.,ln,0.4459245204925537,They are not nihinéʼéshtǫ&#39; dahólǫ́ǫ ɛiyá akǫ́ǫ́ naaltsoos ádaałtʼą́ʼígíí chódeinoł̃į́ danihidii&#39;ní they are not naaznilígíí kɔne&#39;é biih dahohnííł. í ishją́ą́ t&#39;áááshoodį́.,Bazali te nihinéʼéshtǫ&#39; dahólǫ́ǫ ɛiyá akǫ́ǫ́ naaltsoos ádaałtʼą́ʼígíí chódeinoł̃į́ danihidii&#39;ní bazali naaznilígíí te komela&#39;é biih dahohnííł. í ishją́ą́ t&#39;ááshoodį́ ya kozala na bomoi ya malamu.
Áádóó índa éí nihilaʼ yéo tą́ą́hdaagis.,ln,0.4986598491668701,They are not nihila&#39; yeo tą́ą́hdaagis.,Bazali ba nihila&#39; yeo tą́ą́hdaagis te.
Áádóó índa éiyá binéʼeshtǫʼ da yitʼoodo áádóó nighéí naaltsoos ádaałtʼą́ʼígíí tʼáá bóhólnííhígo ʼiih yiiníiłgo da.,gl,0.9846972227096558,Áádóó índa éiyá binéʼeshtǫʼ da yitʼoodo áádóó nighéí naaltsoos ádaałtʼą́ʼígíí tʼáá bóhólnííhígo ʼiih yiiníiłgo da.,Áádóó índa éiyá binéʼeshtǫʼ da yitʼoodo áádóó nighéí naaltsoos ádaałtʼą́ʼʼígíí tʼáá bóhólnííhígo ʼiih yiiníiłgo da.
"Áádóó índa éiyá, ""Cover Your Cough,"" danihidiiʼní.",pt,0.4371287226676941,"Áádóó índa éiyá, &quot;Cover Your Cough,&quot; danihidiiʼní.","Áádóó índa éiyá, &quot;Cubra sua tosse&quot;, danihidii&#39;ní."
Áádóó índa hoł dah nínáhodidáahoo áádóó hoł náhoniyiloo.,tet,0.7636820077896118,Áádóó índa hoł dah nináhodidáahoo áádóó hoł náhoniyiloo.,Áádóó índa hoł dah nináhodidáahoo áádóó hoł náhoniyiloo.
Áádóó índa nighéí ʼáaleʼé da chodeinoł… daahdlą́ǫ da nighéígóó tó dilchxoshį́ danilínígíí tó łikaní da dabidohní áhóótʼéhígíí da tʼáadoo tʼááłáhígi atah… ádah… atah ńdahohtʼáhí tʼááshǫǫdí.,ln,0.19830557703971863,There is no ʼáleʼé of the chodeinoł... there is no ʼáaleʼé of the dilchxoshį danilínígíí of the łikaní of the dabidohní áhóótʼéhígí of the t&#39;áadoo t&#39;áłáhígi atah... ádah... atah. ńdahohtʼáh í tʼááshǫǫdí.,ʼáleʼé ya chodeinoł ezali te... ʼáaleʼé ya dilchxoshį danilínígíí ya łikaní ya dabidohní áhóótʼéhígí ya t&#39;ádoo t&#39;áłáhígi atah... ádah... atah ezali te. ńdahohtʼáh ezali tʼááshǫǫdí.
"Áádóó índa níléí tsʼíís niidóóhígíí bąąh haʼííjéeʼoo, jó áhótʼáo da biłoo.",hu,0.7000789046287537,"Áádóó índa níléí tsʼíís niidóóhígíí bąąh haʼííjéeʼoo, good áhótʼáo da biłoo.","Áádóó índa níléí tsʼíís niidóóhígíí bąąh haʼííjéeʼoo, jó áhótʼáo da biłoo."
"Áádóó índa tó łą́ǫ daahdlą́ danihiłníí lą́, áhótʼé.",ln,0.84383225440979,"They are not łą́ǫ daahdlą́ danihiłníí lą́, áhótʼé.","Bazali łą́ǫ daahdlą́ danihiłníí lą́, áhótʼé te."
Áádóó índa yéo náás ájooliiło éí tsxį́įho éí azeeʼ álʼį́į́góó éí jidoogááł.,ln,0.6518965363502502,They are not ájooliiło éí tsxį́įho éí azeeʼ álʼį́į́góó éí jidoogááł.,Bazali te ájooliiło éí tsxį́įho éí azeeʼ álʼį́į́góó éí jidoogááł.
"Áádóó łaʼ chʼosh doo yiitʼínii éí baʼatʼéʼ adein, áádóó łaʼ éí baʼatʼéʼdaʼ hólǫ́.",is,0.883370041847229,"Áádóó łaʼ chʼosh doo yiitʼínii éí baʼatʼéʼ adein, áádóó łaʼ éí baʼatʼéʼdaʼ hólǫ́.","Áádóó łaʼ chʼosh doo yiitʼínii éí baʼatʼéʼ adein, áádóó łaʼ éí baʼatʼéʼdaʼ hólǫ́."
Áádóó łaʼ éí bitsʼaʼ dahólǫ́.,is,0.9405739903450012,Áádóó łaʼ éí bitsʼaʼ dahólǫ́.,Áádóó łaʼ éí bitsʼaʼ dahólǫ́.
"Áádóó łaʼ éí ""traditional Miss Navajo"" woolyégo yéénaʼhǫǫłné nitʼééh.",wo,0.5303285717964172,The &quot;traditional Miss Navajo&quot; is also known as the &quot;traditional Miss Navajo&quot;,&quot;Soxna Navajo bu cosaan&quot; ñu ngi ko xamee itam ni &quot;Soxna Navajo bu cosaan&quot;.
Áádóó łaʼgo Tááʼ naaznilí bighan naaznilgo éí Dáʼákʼehjiʼ łaʼ yá dahsidáhígíí bee dahólǫ́.,ln,0.8429346680641174,Áádóó łaʼgo Tááʼ asked him a big question and Dáʼákʼehjiʼ łaʼ yá dahsidáhígíí bee dahólǫ́.,Áádóó łaʼgo Tááʼ atunaki ye motuna monene mpe Dáʼákʼehjiʼ łaʼ yá dahsidahígíí nzoi dahólǫ́.
Áádóó łáhdiʼ éí chooʼnaadaʼhólį́į́łééh nitʼę́ę́h.,is,0.9479725360870361,Áádóó łáhdiʼ éí chooʼnaadaʼhólį́į́łééh nitʼę́ę́h.,Áádóó łáhdiʼ éí chooʼnaadaʼhólį́į́łééh nitʼę́ę́h.
Áádóó łaʼ Máaz yiikáá nandahí áádóó naazniil Máaz bikáaʼgi akóndi díí éí doo nidaʼkáídaʼ (doonaalbaasdaʼ; tʼááłáʼígíí naazʼááʼ); áádóó łaʼ éí doonidaalnishdaʼ daaslį́į́h áádóó łaʼ éí tʼáádiʼ nidaalnish.,is,0.254995197057724,Áádóó łaʼ Máaz yiikáá nandahí áádóó naazniil Máaz bikáaʼgi akóndi díí éí doo nidaʼkáídaʼ (doonaalbaasdaʼ; tʼááłáʼígíí naazʼááʼ); áádóó łaʼ éí doonidaalnishdaʼ daaslį́į́h áádóó łaʼ éí tʼáádiʼ nidaalnish.,Áádóó łaʼ Máaz yiikáá nandahí áádóó naazniil Máaz bikáaʼgi akóndi díí éí doo nidaʼkáídaʼ (doonaalbaasdaʼ; tʼááłáʼígíí naazʼááʼ); áádóó łaʼ éí doonidaalnishdaʼ daaslį́į́h áádóó łaʼ éí tʼáádiʼ nidaalnish.
"Áádóó łaʼ Naabeehó tʼáá doo Hwéeldigo nidaaskáída, díí éí Dziłijinii Dineʼé áádóó nidaaskáídaʼ.",is,0.3511306941509247,"Áádóó łaʼ Naabeehó tʼáá doo Hwéeldigo nidaaskáídaʼ, díí éí Dziłijinii Dineʼé áádóó nidaaskáídaʼ.","Áádóó łaʼ Naabeehó tʼáá doo Hwéeldigo nidaaskáídaʼ, díí éí Dziłijinii Dineʼé áádóó nidaaskáídaʼ."
"Áádóó łaʼ naatʼaanii éí Hózhǫ́ jiʼ naatʼaanii nilį́į́h, díí naatʼaanii éí tʼáá akǫh diné daʼbighanígíí yííłnaanish áádóó adooleʼéʼ baʼdahwiintʼį́į́hgo atah yaʼnátʼį́į́h.",fon,0.22497722506523132,"Áádóó łaʼ naatʼaanii éí Hózhǫ́ jiʼ naatʼaanii nilį́į́h, dií naatʼaanii éí tʼáá akǫh diné daʼbighanígíí ííłnaanish áádóó adooleʼéʼ baʼdahwiintʼį́įṢẹṇįįṟh.","Áádóó łaʼ naatʼaanii éí Hózhǫ́ jiʼ naatʼaanii nilį́į́h, dií naatʼaanii éí tʼáá akǫh diné daʼbighanígíí ííłnaanish áádó adooleʼéʼ baʼdahwiintʼįĹṯṢṢṢắĹĹįṢṢ."
Áádóó łaʼ Oozéí adaʼnį́ʼgo éí áłchíní tʼáá doo bilagáana bioltági daʼoołtáʼiʼ daʼnį́ʼgo yééniikáí.,ln,0.6764875054359436,Áádó łaʼ Oozéí adaʼnį́ʼgo éí áłchíní tʼáá doo bilagáana bioltági daʼoołtáʼiʼ daʼnį́ʼgo yéinikáí.,Áádó łaʼ Oozéí adaʼnį́ʼgo éí áłchíní tʼáá doo bilagáana bioltági daʼoołtáʼiʼ daʼnį́ʼgo yéinikáí.
"Áádóó Latin bizaadjiʼ éí Variola; éí doodaiiʼ éí, Variola vera wolyé.",ln,0.48831668496131897,"The Latin bizaadji&#39; is Variola; he doodaii&#39; he, Variola very woly.","Bizaadji’ ya Latin ezali Variola; ye doodaii&#39; ye, Variola woly mingi."
"Áádóó łeetsoh-uranium haʼagéédigo éí doo ayóo radioactive da, ashtʼeelyágo iinda tʼáá yéigo radioactive yiilééh.",hi,0.20643019676208496,"The chemical composition of eetsohy-uranium is radioactive, although it is not radioactive.","ईट्सोही-यूरेनियम की रासायनिक संरचना रेडियोधर्मी है, हालांकि यह रेडियोधर्मी नहीं है।"
"Áádóó Mąʼii Deeshgiizhnii dinéʼiʼ ałgháá niilkáád, díí éí tʼááłáʼígíí niilkáád, áádóó éí dishjį́ʼgo tʼáádi akwéíʼiʼ daʼbighan.",is,1,"Áádóó Mąʼii Deeshgiizhnii dinéʼiʼ ałgháá niilkáád, díí éí tʼááłáʼígíí niilkáád, áádóó éí dishjĐ́ʼgo tʼáádi akwéíʼiʼ daʼbighan.","Áádóó Mąʼii Deeshgiizhnii dinéʼiʼ ałgháá niilkáád, díí éí tʼááłáʼígíí niilkáád, áádóó éí dishjĐ́ʼgo tʼáádi akwéíʼiʼ daʼbighan."
Áádóó Moháábii Dineʼé ałdóʼ Wááshindoon bisiláołtsooí yiikááʼiijééh (nidaʼakégo nidaʼałkááʼiʼ daʼnilį́į́hgo binaanish adaʼyiilá).,id,0.14515230059623718,The Prophet Muhammad was born in the city of Washindoon and was born in the city of Washindoon.,Nabi Muhammad lahir di kota Washindoon dan lahir di kota Washindoon.
Áádóó Mókiwii biyiidiʼ éí béésh hólǫ́ áádóó díí naalkáágoʼ akwii tʼéígoʼ beeʼhózin (Mókiwii biMagnetic field hólǫ́ʼnígíí beeʼbeeʼhózin béésh hólǫ́ʼígíí).,is,0.8650446534156799,Áádóó Mókiwii biyiidiʼ éí béésh hólǫ́ áádóó díí naalkáágoʼ akwii tʼéígoʼ beeʼhózin (Mókiwii biMagnetic field hólǫ́ʼnígíí beeʼbeeʼhózin béésh hólǫ́ʼígíí).,Áádóó Mókiwii biyiidiʼ éí béésh hólǫ́ áádóó díí naalkáágoʼ akwii tʼéígoʼ beeʼhózin (Mókiwii biMagnetic field hólǫ́ʼnígíí beeʼbeeʼhógízin béésh ̫í).
"Áádóó Naabeehó áádóó kin Cuberodi nidaʼhaskáíʼígíí éí anaa daʼnilį́į́hgo baʼnitsá hakéés doolééł.""",ln,0.7410299777984619,Yesterday Naabeehó yesterday kin Cuberodi didn&#39;t hurt me and I didn&#39;t give them anything.,Lobi Naabeehó lobi kin Cuberodi asali nga mabe te pe na pesaki bango eloko te.
Áádóó Naabeehó bisiláołtsooí éí tʼáá átʼé saad choʼyoołʼííhinígíí yinaalniih łééh.,is,0.38768714666366577,Áádóó Naabeehó bisiláołtsooí éí tʼáá átʼé saad choʼyoołʼííhinígíí yinaalniih łééh.,Áádóó Naabeehó bisiláołtsooí éí tʼáá átʼé saad choʼyoołʼííhinígíí yinaalniih łééh.
Áádóó Naakaii łibáʼiʼ nidaʼhaznááh doo kwiishdę́ę́ʼ saad bikʼéʼalchíʼgo baʼnidiildéí doo éí ákwiigo shį́į́h naaltsoos hadaʼhiinéízdéí Nahuatljiʼ daʼbikʼéʼashchį́ʼgo.,wo,0.1875128298997879,There is nothing wrong with this.,Lii amul lenn lu jaarul yoon.
"Áádóó naakigo nimaazgo aalyáʼígíí éí yoołgáí biisiniilgo aalyá, díí éí dooleʼéʼ yiichʼą́ą́h nikíídiʼah nilį́ʼgo yaʼhaalnéʼ.",is,0.356017142534256,"Áádóó naakigo nimaazgo aalyáʼígíí éí yoołgáí biisiniilgo aalyá, díí éí dooleʼéʼ yiichʼą́ą́h nikíídiʼah nilį́ʼgo yaʼhaalnéʼ.","Áádóó naakigo nimaazgo aalyáʼígíí éí yoołgáí biisiniilgo aalyá, díí éí dooleʼéʼ yiichʼą́ą́h nikíídiʼah nilį́ʼgo yaʼhaalnéʼ."
"Áádóó naalkáágo éí díí dooʼakwiitʼéídaʼlaʼ, naayééʼ éí tʼáá tsʼį́į́hgo naaghá nitʼę́ę́laʼ.",is,0.989586591720581,"Áádóó naalkáágo éí díí dooʼakwiitʼéídaʼlaʼ, naayééʼ éí tʼáá tsʼį́į́hgo naaghá nitʼę́ę́laʼ.","Áádóó naalkáágo éí díí dooʼakwiitʼéídaʼlaʼ, naayééʼ éí tʼáá tsʼį́į́hgo naaghá nitʼę́ę́laʼ."
Áádóó naas naahódeishjiizh dóó éí bílaʼashdlaʼí beegashi bikáaʼgi (tʼáá háʼtʼiʼshį́į́ʼ akaagiʼ) chooʼį́į́hgo bee tó tsenaaʼ ninadaʼaaldá.,ln,0.26310911774635315,There is no naahódeishjiizh in the beegashi bikáa&#39;gi (or háʼtʼiʼshį́į́ akaagiʼ) chooʼį́į́hgo bee to tsenaaʼ ninadaʼaalda.,Naahódeishjiizh ezali te na beegashi bikáa’gi (to háʼtʼiʼshį́į́ akaagiʼ) chooʼį́į́hgo nzoi na tsenaaʼ ninadaʼaalda.
Áádóó naas nahódéíshzhiizhgo éí naakigo atʼéékéʼ bikéʼ naʼhódiiníʼ nitʼééh.,wo,0.2906421422958374,There is nothing wrong with that.,Loolu amul lenn lu jaarul yoon.
"Áádóó Naatʼáániishchíín (BIA) éí kǫ́ʼ déíʼniiłtseesjiʼ yiʼniidaalnish, áádóó Indian Health Service ałdóʼ hólǫ́ Peach Springsdi.",is,0.3746776282787323,"Áádóó Naatʼáániishchiíín (BIA) éí kǫ́ʼ déíʼniiłtseesjiʼ yiʼniidaalnish, áádóó Indian Health Service ałdóʼ hólǫ́ Peach Springsdi.","Áádóó Naatʼáániishchiíín (BIA) éí kǫ́ʼ déíʼniiłtseesjiʼ yiʼniidaalnish, áádóó Indian Health Service ałdóʼ hólǫ́ Peach Springsdi."
Áádóó nahasdzáán ałníiʼgonáʼ tʼáá déísdohgo niʼnahah.,hu,0.35403865575790405,Áádóó nahasdzáán ałníiʼgonáʼ tʼáá déísdohgo niʼnahah.,Áádóó nahasdzáán ałníiʼgonáʼ tʼáá déísdohgo niʼnahah.
Áádóó nahasdzáán bikáago tooh daʼnilį́į́hiʼígíí áádóó daʼdeistłʼin binéʼdęęh tó daʼnaazyį́į́hígíí éí 0.6% anéélʼąąʼ.,ln,0.670997679233551,Sometimes we don&#39;t have a 0.6% annual growth rate.,"Tango mosusu tozalaka na taux ya croissance annuelle ya 0,6% te."
Áádóó nihaʼáłchíní ałdóʼ akǫ́ǫ́ bidaaneʼé da dahólǫ́.,ln,0.5880005359649658,Áádó is not a bidaaneʼé da dahólǫ́.,Áádó ezali bidaaneʼé da dahólǫ́ te.
Áádóó nináhah bikʼeh díí anéeltʼeʼígíí dei anoolʼąął.,hu,0.28949493169784546,Áádóó nináhah bikʼeh díí anéeltʼeʼígíí dei anoolʼąął.,Áádóó nináhah bikʼeh díí anéeltʼeʼígíí dei anoolʼąął.
